,target,face_height,chin_width,chin_height,right_Eyebrow_width,right_Eyebrow_height,left_Eyebrow_width,left_Eyebrow_height,nose_width,nose_height,right_Eye_width,right_Eye_height,left_Eye_width,left_Eye_height,mouse_width,mouse_height
32,9,1.0217391304347827,1.0217391304347827,0.75,0.34782608695652173,0.09782608695652174,0.31521739130434784,0.05434782608695652,0.20652173913043478,0.34782608695652173,0.18478260869565216,0.043478260869565216,0.18478260869565216,0.05434782608695652,0.3804347826086957,0.17391304347826086
33,10,0.9727272727272728,0.9727272727272728,0.7545454545454545,0.34545454545454546,0.09090909090909091,0.34545454545454546,0.045454545454545456,0.17272727272727273,0.34545454545454546,0.18181818181818182,0.06363636363636363,0.18181818181818182,0.06363636363636363,0.33636363636363636,0.2
34,10,0.941747572815534,0.941747572815534,0.7087378640776699,0.3300970873786408,0.10679611650485436,0.32038834951456313,0.038834951456310676,0.17475728155339806,0.3300970873786408,0.18446601941747573,0.04854368932038835,0.17475728155339806,0.05825242718446602,0.34951456310679613,0.1941747572815534
35,10,0.941747572815534,0.941747572815534,0.8058252427184466,0.33980582524271846,0.07766990291262135,0.3106796116504854,0.038834951456310676,0.17475728155339806,0.3592233009708738,0.1941747572815534,0.06796116504854369,0.17475728155339806,0.06796116504854369,0.33980582524271846,0.13592233009708737
36,11,1.0909090909090908,1.0909090909090908,0.9204545454545454,0.375,0.045454545454545456,0.38636363636363635,0.056818181818181816,0.22727272727272727,0.375,0.20454545454545456,0.06818181818181818,0.19318181818181818,0.06818181818181818,0.4318181818181818,0.18181818181818182
37,11,1.0520833333333333,1.0520833333333333,0.8854166666666666,0.3541666666666667,0.052083333333333336,0.375,0.041666666666666664,0.19791666666666666,0.3333333333333333,0.1875,0.07291666666666667,0.19791666666666666,0.0625,0.3854166666666667,0.17708333333333334
38,11,1.0588235294117647,1.0588235294117647,0.8823529411764706,0.32941176470588235,0.047058823529411764,0.38823529411764707,0.058823529411764705,0.2,0.35294117647058826,0.18823529411764706,0.058823529411764705,0.2,0.058823529411764705,0.36470588235294116,0.18823529411764706
39,12,0.9895833333333334,0.9895833333333334,0.8125,0.3541666666666667,0.08333333333333333,0.34375,0.0625,0.23958333333333334,0.40625,0.1875,0.0625,0.1875,0.0625,0.3958333333333333,0.125
40,12,0.9306930693069307,0.9306930693069307,0.7722772277227723,0.31683168316831684,0.0891089108910891,0.3465346534653465,0.06930693069306931,0.2376237623762376,0.39603960396039606,0.1782178217821782,0.06930693069306931,0.1782178217821782,0.0594059405940594,0.38613861386138615,0.12871287128712872
41,12,0.8849557522123894,0.8849557522123894,0.7522123893805309,0.30973451327433627,0.09734513274336283,0.3274336283185841,0.08849557522123894,0.22123893805309736,0.3805309734513274,0.168141592920354,0.05309734513274336,0.17699115044247787,0.05309734513274336,0.336283185840708,0.12389380530973451
42,13,1.0188679245283019,1.0188679245283019,0.7547169811320755,0.330188679245283,0.10377358490566038,0.3490566037735849,0.03773584905660377,0.1792452830188679,0.2830188679245283,0.1792452830188679,0.05660377358490566,0.18867924528301888,0.05660377358490566,0.3584905660377358,0.16981132075471697
43,13,1.1904761904761905,1.1904761904761905,0.8214285714285714,0.39285714285714285,0.09523809523809523,0.38095238095238093,0.047619047619047616,0.23809523809523808,0.35714285714285715,0.2261904761904762,0.05952380952380952,0.21428571428571427,0.05952380952380952,0.47619047619047616,0.13095238095238096
44,13,1.019047619047619,1.019047619047619,0.6952380952380952,0.3523809523809524,0.12380952380952381,0.34285714285714286,0.05714285714285714,0.18095238095238095,0.3047619047619048,0.2,0.05714285714285714,0.19047619047619047,0.05714285714285714,0.3333333333333333,0.2
45,14,1.017094017094017,1.017094017094017,0.8376068376068376,0.3504273504273504,0.05982905982905983,0.3333333333333333,0.042735042735042736,0.1794871794871795,0.3333333333333333,0.21367521367521367,0.08547008547008547,0.19658119658119658,0.08547008547008547,0.38461538461538464,0.21367521367521367
46,14,1.0943396226415094,1.0943396226415094,0.6698113207547169,0.36792452830188677,0.10377358490566038,0.33962264150943394,0.03773584905660377,0.20754716981132076,0.32075471698113206,0.2169811320754717,0.08490566037735849,0.2169811320754717,0.08490566037735849,0.4339622641509434,0.2169811320754717
47,14,1.0857142857142856,1.0857142857142856,0.8071428571428572,0.37142857142857144,0.06428571428571428,0.36428571428571427,0.02857142857142857,0.20714285714285716,0.34285714285714286,0.20714285714285716,0.07857142857142857,0.21428571428571427,0.08571428571428572,0.4142857142857143,0.2
48,15,1.125,1.125,0.9519230769230769,0.375,0.057692307692307696,0.3557692307692308,0.057692307692307696,0.27884615384615385,0.38461538461538464,0.17307692307692307,0.019230769230769232,0.18269230769230768,0.019230769230769232,0.5480769230769231,0.25
49,15,0.991304347826087,0.991304347826087,0.808695652173913,0.3217391304347826,0.08695652173913043,0.34782608695652173,0.05217391304347826,0.2,0.3565217391304348,0.1826086956521739,0.06086956521739131,0.17391304347826086,0.06086956521739131,0.28695652173913044,0.14782608695652175
50,16,0.9333333333333333,0.9333333333333333,0.8333333333333334,0.3333333333333333,0.08333333333333333,0.2916666666666667,0.05,0.2,0.38333333333333336,0.18333333333333332,0.075,0.18333333333333332,0.06666666666666667,0.3,0.14166666666666666
51,17,1.0240963855421688,1.0240963855421688,0.7951807228915663,0.3855421686746988,0.0963855421686747,0.3132530120481928,0.060240963855421686,0.21686746987951808,0.3493975903614458,0.1927710843373494,0.03614457831325301,0.18072289156626506,0.03614457831325301,0.37349397590361444,0.18072289156626506
52,18,1.0505050505050506,1.0505050505050506,0.8080808080808081,0.37373737373737376,0.08080808080808081,0.3939393939393939,0.04040404040404041,0.20202020202020202,0.36363636363636365,0.18181818181818182,0.0707070707070707,0.18181818181818182,0.06060606060606061,0.32323232323232326,0.1717171717171717
53,19,1.0777777777777777,1.0777777777777777,0.9666666666666667,0.3888888888888889,0.03333333333333333,0.36666666666666664,0.07777777777777778,0.23333333333333334,0.4222222222222222,0.2222222222222222,0.07777777777777778,0.2111111111111111,0.06666666666666667,0.4111111111111111,0.12222222222222222
54,20,1.083969465648855,1.083969465648855,0.8015267175572519,0.3435114503816794,0.07633587786259542,0.3816793893129771,0.07633587786259542,0.2366412213740458,0.3816793893129771,0.19083969465648856,0.03816793893129771,0.19083969465648856,0.030534351145038167,0.3893129770992366,0.10687022900763359
55,20,0.9714285714285714,0.9714285714285714,0.7357142857142858,0.30714285714285716,0.10714285714285714,0.32142857142857145,0.03571428571428571,0.20714285714285716,0.3142857142857143,0.17142857142857143,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.4357142857142857,0.18571428571428572
56,0,1.0,1.0,0.8802816901408451,0.3591549295774648,0.07746478873239436,0.31690140845070425,0.02112676056338028,0.2112676056338028,0.352112676056338,0.19718309859154928,0.04929577464788732,0.18309859154929578,0.056338028169014086,0.34507042253521125,0.14084507042253522
57,0,0.9202898550724637,0.9202898550724637,0.7753623188405797,0.34057971014492755,0.10869565217391304,0.36231884057971014,0.036231884057971016,0.1956521739130435,0.34057971014492755,0.17391304347826086,0.057971014492753624,0.17391304347826086,0.057971014492753624,0.36231884057971014,0.16666666666666666
